issue_number,url,state,title,existing_classification,proposed_labels,has_controls,observed_dimensions_exact_match,context_shortened,inference_seconds
1896,https://github.com/microsoft/apm/issues/1896,closed,[cli-consistency] CLI Consistency Report -- 2026-06-25,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,15.985623846999943
1898,https://github.com/microsoft/apm/issues/1898,closed,[FEATURE] Primitives exclusion for targets,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.618881124999916
1899,https://github.com/microsoft/apm/issues/1899,closed,[aw] PR Review Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,12.44728490700004
1906,https://github.com/microsoft/apm/issues/1906,closed,Persist resolved MCP server invocations in lockfile for fully-offline `apm mcp export`,area/lockfile;area/mcp-config;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.505552176000037
1911,https://github.com/microsoft/apm/issues/1911,closed,[DESIGN] Per-package primitive routing (`targets:`) as the single placement mechanism,area/multi-target;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.783006897999712
1917,https://github.com/microsoft/apm/issues/1917,open,refactor(marketplace): extract ref-propagation helpers from resolve_marketplace_plugin,area/marketplace;theme/portability;type/refactor,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.169635182000093
1918,https://github.com/microsoft/apm/issues/1918,open,test(marketplace): add integration-tier coverage for marketplace --ref end-to-end flow,area/marketplace;area/testing;theme/portability,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,29.256876847000058
1919,https://github.com/microsoft/apm/issues/1919,closed,"PR #1798 lifecycle ""hooks"" collides with the agent-hooks primitive -- rename to ""scripts"" + integrate governance",area/cli;theme/governance;theme/security;type/architecture,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.786128312999836
1923,https://github.com/microsoft/apm/issues/1923,closed,"[BUG] apm audit reports false ""unintegrated"" drift on .agents/skills/ for deps narrowed via per-dependency targets:",area/audit-policy;theme/governance;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,16.015695457999982
1924,https://github.com/microsoft/apm/issues/1924,closed,[BUG] apm audit reports false Copilot instruction drift when .github exists but Copilot is not a target,area/audit-policy;theme/governance;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.75700873599999
1925,https://github.com/microsoft/apm/issues/1925,open,[FEATURE] Support policy enforcement on non-GitHub remotes: add --policy to apm install (and/or auto-discovery for GitLab/ADO/plain git),area/cli;area/enterprise;theme/governance;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.277361600999939
1928,https://github.com/microsoft/apm/issues/1928,closed,[cli-consistency] CLI Consistency Report -- 2026-06-26,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.703546920999997
1932,https://github.com/microsoft/apm/issues/1932,closed,[aw] No-Op Runs,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,28.648116305000258
1934,https://github.com/microsoft/apm/issues/1934,closed,[aw] PR Review Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,29.32242589400039
1935,https://github.com/microsoft/apm/issues/1935,closed,apm install --update silently skips packages when both repo URL and tag change simultaneously,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.19238340799984
1937,https://github.com/microsoft/apm/issues/1937,open,Track KTLO/maintenance risk of `llm-github-models` (default `github/` runtime plugin),area/cli;area/docs-site;theme/security;type/architecture;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.980854862000115
1939,https://github.com/microsoft/apm/issues/1939,closed,[BUG] Update hint uses the deprecated `update` command,area/cli;type/bug,area/audit-policy;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,13.77124224299996
1940,https://github.com/microsoft/apm/issues/1940,closed,Tables not rendering in the docs,area/docs-site;type/docs,area/audit-policy;area/ci-cd;area/cli;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/package-authoring;area/testing;theme/governance;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor,True,False,False,26.864024368000173
1942,https://github.com/microsoft/apm/issues/1942,closed,[aw] Detection Runs,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,12.371507785999938
1952,https://github.com/microsoft/apm/issues/1952,closed,"[BUG] apm install deploys skill-bundle files verbatim with CRLF, causing content-integrity hash drift in CI",area/distribution;area/lockfile;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.967599954999969
1953,https://github.com/microsoft/apm/issues/1953,closed,[FEATURE] Provide repository-level Copilot CLI MCP configuration,area/mcp-config;area/mcp-trust;theme/governance;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,19.37662565599976
1954,https://github.com/microsoft/apm/issues/1954,closed,[cli-consistency] CLI Consistency Report -- 2026-06-29,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.302003342999797
1956,https://github.com/microsoft/apm/issues/1956,closed,apm SKILL,type/feature,area/audit-policy;area/ci-cd;area/cli;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,False,27.895984149000014
1957,https://github.com/microsoft/apm/issues/1957,closed,[BUG] MCP server integration lacks IntelliJ as target,area/docs-site;area/mcp-config;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.816898512999842
1961,https://github.com/microsoft/apm/issues/1961,closed,[FEATURE] Allow installing skills in `.agents/skills` folder by default or when no harness is specified,area/cli;area/distribution;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,16.01518609799996
1962,https://github.com/microsoft/apm/issues/1962,open,[FEATURE] `upgrade` sub command to upgrade refs of skills,area/cli;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,26.071157926999604
1963,https://github.com/microsoft/apm/issues/1963,closed,[BUG] Self-defined stdio MCP env ${VAR} placeholders written verbatim instead of resolved at install time (Codex/Claude),area/content-security;area/mcp-config;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.353269615000045
1964,https://github.com/microsoft/apm/issues/1964,closed,[BUG] apm install skips GitHub Copilot skill deployment despite copilot target being configured,area/cli;area/multi-target;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.539710386000024
1967,https://github.com/microsoft/apm/issues/1967,closed,[aw] PR Review Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,28.915403164000054
1968,https://github.com/microsoft/apm/issues/1968,closed,[cli-consistency] CLI Consistency Report — 2026-06-30,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.29142616399986
1969,https://github.com/microsoft/apm/issues/1969,open,[FEATURE] pi.dev support,area/cli;theme/portability;type/feature,area/audit-policy;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/governance;theme/portability;theme/security;type/bug;type/feature;type/performance;type/refactor,True,False,False,19.356852743000218
1970,https://github.com/microsoft/apm/issues/1970,open,[FEATURE] Support installing skill from complete GitHub URL to SKILL.md file,area/cli;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.626030434000086
1976,https://github.com/microsoft/apm/issues/1976,closed,[BUG] SSH connection with passphrase fails to clone,area/cli;area/enterprise;theme/security;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,16.011203427000055
1977,https://github.com/microsoft/apm/issues/1977,closed,[BUG] Copilot hook events are never renamed to camelCase,area/cli;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.603624043999844
1978,https://github.com/microsoft/apm/issues/1978,closed,[BUG] `apm audit` reports phantom drift immediately after a clean install,area/audit-policy;area/ci-cd;theme/governance;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.217390085000034
1981,https://github.com/microsoft/apm/issues/1981,closed,[cli-consistency] CLI Consistency Report -- 2026-07-01,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.603427628999953
1982,https://github.com/microsoft/apm/issues/1982,closed,[BUG] `targets:` on a local `path:` dependency is ignored during install,area/multi-target;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,28.938005489999796
1983,https://github.com/microsoft/apm/issues/1983,open,"[FEATURE] Support the .config/ directory convention (pi0/config-dir) for apm.yml, apm.lock.yaml, and apm-policy.yml",area/cli;area/docs-site;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.293693319999875
1988,https://github.com/microsoft/apm/issues/1988,closed,[BUG] apm compile extremely slow on large monorepos — placement optimizer scales with directory count × targets (~14 min for 6 instructions),area/cli;theme/portability;type/performance,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.116687468000237
1990,https://github.com/microsoft/apm/issues/1990,closed,[aw] PR Review Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,12.88634841499993
1995,https://github.com/microsoft/apm/issues/1995,closed,"[BUG] Anonymous HTTPS clone URLs drop the .git suffix, breaking hosts that require it (e.g. GitBucket)",area/distribution;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,15.985324662000039
1996,https://github.com/microsoft/apm/issues/1996,closed,[BUG] apm install --frozen reports locked private Git dependency as missing,area/lockfile;theme/governance;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.85103931799995
1998,https://github.com/microsoft/apm/issues/1998,closed,[cli-consistency] CLI Consistency Report — 2026-07-02,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.324642733000019
1999,https://github.com/microsoft/apm/issues/1999,closed,"[BUG] `apm pack` ignores the declared `skills:` subset filter on git dependencies — bundles the entire upstream repo, or silently bundles nothing",area/distribution;area/lockfile;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.651716688000079
2000,https://github.com/microsoft/apm/issues/2000,closed,[BUG] `apm install` removes all comments from `apm.yml`,area/cli;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,False,26.952835801999754
2002,https://github.com/microsoft/apm/issues/2002,closed,Verify TLS using the system trust store by default (breaks in enterprise/proxy environments),,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,29.339844212000116
2003,https://github.com/microsoft/apm/issues/2003,open,Producing Claude Desktop–consumable plugin artifacts (skills/agents/...),area/distribution;area/package-authoring;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.263636354000027
2004,https://github.com/microsoft/apm/issues/2004,closed,[FEATURE] Verify TLS using the system trust store by default (breaks in enterprise/proxy environments),area/cli;area/enterprise;theme/portability;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.887948593000147
2006,https://github.com/microsoft/apm/issues/2006,closed,[cli-consistency] CLI Consistency Report — 2026-07-03,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,15.939329643000065
2007,https://github.com/microsoft/apm/issues/2007,closed,[BUG] apm install replays stale locked commits and produces a different dependency graph than a fresh install,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.535758273000283
2014,https://github.com/microsoft/apm/issues/2014,closed,[BUG] apm compile emits duplicate H1 in CLAUDE.md (extra '# Project Standards' after '# CLAUDE.md' banner); AGENTS.md has single H1,area/cli;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.323230453000178
2020,https://github.com/microsoft/apm/issues/2020,closed,[BUG] Combined hook manifests (claude-codex-hooks.json) route to one target only; claude silently gets Copilot-schema fallback hooks,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,12.599809155999992
2023,https://github.com/microsoft/apm/issues/2023,closed,"[BUG] Deployed hook scripts crash at runtime: required sibling modules are not copied, and the consumer's package.json module type is applied to them",,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,29.033635474999755
2031,https://github.com/microsoft/apm/issues/2031,open,[FEATURE] Deprecate and remove filename-based hook routing in favor of per-package `targets:`,area/multi-target;area/package-authoring;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.299886247999893
2033,https://github.com/microsoft/apm/issues/2033,closed,[BUG] devDependencies are invisible to orphan detection,area/cli;area/lockfile;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.238272588999735
2034,https://github.com/microsoft/apm/issues/2034,open,Add additive corporate-CA support: APM_EXTRA_CA_BUNDLE (npm NODE_EXTRA_CA_CERTS parity),area/docs-site;area/enterprise;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,15.910789895000107
2035,https://github.com/microsoft/apm/issues/2035,open,Add `apm doctor tls` trust-source diagnostic + test-suite ssl-isolation fixture,area/cli;area/docs-site;area/testing;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,12.851713941000071
2039,https://github.com/microsoft/apm/issues/2039,closed,[BUG] some awesome-copilot plugin does not install SKILLs and Agents,area/cli;area/distribution;theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.163747549000163
