issue_number,url,state,title,existing_classification,proposed_labels,has_controls,observed_dimensions_exact_match,context_shortened,inference_seconds
1294,https://github.com/microsoft/apm/issues/1294,closed,[cli-consistency] CLI Consistency Report — 2026-05-12,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.56462396400002
1295,https://github.com/microsoft/apm/issues/1295,closed,[FEATURE] Add package registry support for dependency resolution,area/distribution;area/enterprise;area/lockfile;theme/governance;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.454732343999922
1296,https://github.com/microsoft/apm/issues/1296,closed,[BUG] GeminiClientAdapter ignores project_root/user_scope and writes MCP config under cwd,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/performance;type/refactor,False,,True,44.44360880799968
1297,https://github.com/microsoft/apm/issues/1297,closed,[BUG] No way to set target for apm update,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,False,21.869478128000083
1298,https://github.com/microsoft/apm/issues/1298,closed,[BUG] Help missing for view command,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,False,23.630291680000028
1299,https://github.com/microsoft/apm/issues/1299,closed,[BUG] GeminiClientAdapter ignores project_root/user_scope and writes MCP config under cwd,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/performance;type/refactor,True,False,True,44.121439007999925
1300,https://github.com/microsoft/apm/issues/1300,closed,[FEATURE] Support handoffs: frontmatter in .agent.md files,area/cli;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.92972684100005
1304,https://github.com/microsoft/apm/issues/1304,closed,[TEST] Add integration regression trap for *.ghe.com marketplace auth routing,,area/audit-policy;area/ci-cd;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,29.84648690400013
1305,https://github.com/microsoft/apm/issues/1305,closed,[BUG] Cross-repo plugins on *.ghe.com marketplaces silently route auth at github.com,,area/audit-policy;area/ci-cd;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/refactor;type/release,False,,True,44.25546250200023
1309,https://github.com/microsoft/apm/issues/1309,closed,[cli-consistency] CLI Consistency Report — 2026-05-13,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.261941698999863
1310,https://github.com/microsoft/apm/issues/1310,closed,[BUG] apm install --target claude writes ${CLAUDE_PLUGIN_ROOT} into ~/.claude/settings.json where Claude Code refuses to expand it,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,44.29572702200039
1311,https://github.com/microsoft/apm/issues/1311,closed,[aw] Triage Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,24.26889620399993
1314,https://github.com/microsoft/apm/issues/1314,closed,Follow-ups from apm-review-panel on #1313 (adopt byte-identical files),area/cli;area/testing;theme/governance;type/refactor,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,42.786249257000236
1316,https://github.com/microsoft/apm/issues/1316,closed,[aw] PR Review Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,44.10306435499979
1317,https://github.com/microsoft/apm/issues/1317,closed,Marketplace output UX: filter-driven CLI + map-based manifest + JSON output,area/cli;area/docs-site;area/marketplace;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.482832152000356
1318,https://github.com/microsoft/apm/issues/1318,closed,Remove `--marketplace-output` flag in v0.15,area/cli;area/docs-site;area/marketplace;theme/portability;type/refactor,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.576018371999908
1321,https://github.com/microsoft/apm/issues/1321,closed,[cli-consistency] CLI Consistency Report -- 2026-05-14,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.993265498000255
1323,https://github.com/microsoft/apm/issues/1323,closed,[FEATURE] Support marketplace notation (name@marketplace) in apm uninstall,area/cli;area/docs-site;area/marketplace;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.916293271000086
1326,https://github.com/microsoft/apm/issues/1326,closed,[BUG] Cross-repo bare repo on *.ghe.com marketplace silently resolves at github.com on validation success (dependency-confusion vector),theme/security,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.24174032400015
1327,https://github.com/microsoft/apm/issues/1327,closed,[aw] Detection Runs,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,24.71299957600013
1328,https://github.com/microsoft/apm/issues/1328,closed,[aw] Triage Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,42.7875848890003
1329,https://github.com/microsoft/apm/issues/1329,closed,[BUG] Root .apm hooks can duplicate when _apm_source changes with checkout directory,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.152834059999805
1331,https://github.com/microsoft/apm/issues/1331,closed,[aw] No-Op Runs,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/mcp-config;area/package-authoring;type/architecture;type/automation;type/docs;type/feature;type/refactor,False,,True,54.083245829000134
1335,https://github.com/microsoft/apm/issues/1335,closed,[BUG] `targets:` in apm.yml is not respected for MCP server installation,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.78753352099966
1339,https://github.com/microsoft/apm/issues/1339,closed,[Test Improver] Monthly Activity 2026-05,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/release,True,False,True,44.46207506399969
1341,https://github.com/microsoft/apm/issues/1341,closed,[FEATURE] Reduce token overhead in generated CLAUDE.md/AGENTS.md by disabling debug-only comments by default,area/cli;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.853416518999893
1342,https://github.com/microsoft/apm/issues/1342,closed,[FEATURE] Extend .gitignore coverage from apm_modules/ to deployed files,area/cli;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.263324329999705
1343,https://github.com/microsoft/apm/issues/1343,open,[FEATURE] First-party apm-authoring package with conventions for APM authors,area/docs-site;area/package-authoring;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,23.52314169400006
1344,https://github.com/microsoft/apm/issues/1344,closed,[BUG] triage-panel skips external contributor issues due to DIFC integrity policy,area/audit-policy;area/ci-cd;theme/governance;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/refactor;type/release,True,False,True,42.999743296999895
1345,https://github.com/microsoft/apm/issues/1345,closed,"[BUG] apm compile --watch regenerates GEMINI.md when targets is [claude, cursor] — regression of #1019 in watch code path",type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.09677582899985
1346,https://github.com/microsoft/apm/issues/1346,closed,[cli-consistency] CLI Consistency Report — 2026-05-15,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.47967485599975
1347,https://github.com/microsoft/apm/issues/1347,closed,[FEATURE] add --deploy-only one-shot artifact deployment,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.701516446999904
1348,https://github.com/microsoft/apm/issues/1348,closed,"Producer experience: close the gap from ""I built a plugin"" to ""every assistant can install it""",area/cli;area/docs-site;area/marketplace;theme/portability;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/docs;type/feature;type/release,True,False,True,43.71851169399997
1353,https://github.com/microsoft/apm/issues/1353,closed,[aw] Triage Panel failed,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,31.030605836000177
1363,https://github.com/microsoft/apm/issues/1363,closed,[BUG] apm install,type/bug,area/ci-cd;area/cli;area/distribution;area/enterprise;area/marketplace;area/mcp-config;area/package-authoring;theme/portability;type/architecture;type/automation;type/bug;type/release,True,False,True,44.30144018400006
1364,https://github.com/microsoft/apm/issues/1364,closed,[BUG] Regression: MCP Environment Variables are missing in opencode.json,type/bug,area/mcp-config;area/package-authoring;type/bug;type/refactor,True,False,False,18.851536010000018
1366,https://github.com/microsoft/apm/issues/1366,closed,"[BUG] applyTo comma-separated globs are not split ? Claude target emits broken paths: and compiler warns ""matches no files""",,area/ci-cd;area/cli;area/content-security;area/enterprise;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/release,False,,True,42.99266496300015
1368,https://github.com/microsoft/apm/issues/1368,closed,[cli-consistency] CLI Consistency Report -- 2026-05-18,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.1717590520002
1369,https://github.com/microsoft/apm/issues/1369,closed,"[BUG] apm update very slow — long ""integrate"" phase",type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.31678670899964
1374,https://github.com/microsoft/apm/issues/1374,closed,[aw] PR Review Panel failed,,area/audit-policy;area/ci-cd;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,29.447401607999836
1375,https://github.com/microsoft/apm/issues/1375,closed,[BUG] Tilde causes invalid repository path component error,type/bug,area/audit-policy;area/ci-cd;area/content-security;area/distribution;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,43.532409517999895
1379,https://github.com/microsoft/apm/issues/1379,closed,[FEATURE] Dry-Run Mode with imports (GitHub Agentic Workflows),type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.890906275999896
1381,https://github.com/microsoft/apm/issues/1381,closed,apm pack --check-clean: rewrite error message to teach the amend+force-with-lease recipe,area/marketplace;area/package-authoring;theme/portability;type/feature,area/audit-policy;area/content-security;area/distribution;area/enterprise;area/marketplace;area/mcp-config;area/package-authoring;theme/portability;type/architecture;type/automation;type/bug;type/docs;type/refactor;type/release,True,False,True,44.311619465999684
1382,https://github.com/microsoft/apm/issues/1382,closed,[aw] No-Op Runs,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/mcp-config;area/package-authoring;area/testing;type/architecture;type/automation;type/docs;type/feature;type/refactor,False,,True,23.81841884000005
1383,https://github.com/microsoft/apm/issues/1383,closed,[BUG] Hardcoded username when using SSH,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,42.815144836999934
1389,https://github.com/microsoft/apm/issues/1389,closed,[BUG] APM self-update fails on Windows due to security policies,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.08670376000009
1391,https://github.com/microsoft/apm/issues/1391,closed,[BUG] VS Code MCP install drops Docker runtimeArguments from registry manifests using v0.1 variables,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,54.5587364969997
1393,https://github.com/microsoft/apm/issues/1393,closed,[BUG] apm install ignores dependencies.mcp[].registry,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,29.545354268999745
1394,https://github.com/microsoft/apm/issues/1394,closed,"[BUG] 0.14.0: project-scope hook paths rewritten to absolute, breaking portability of checked-in .claude/settings.json and .codex/hooks.json",,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,43.82458362499983
1395,https://github.com/microsoft/apm/issues/1395,closed,[BUG],type/bug,area/ci-cd;area/cli;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;theme/portability;type/architecture;type/automation;type/bug;type/feature;type/refactor;type/release,True,False,True,30.91925699500007
1397,https://github.com/microsoft/apm/issues/1397,closed,[cli-consistency] CLI Consistency Report -- 2026-05-19,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.214407675000075
1398,https://github.com/microsoft/apm/issues/1398,closed,[FEATURE] Progressive test coverage gates (strangler-fig ratchet),area/ci-cd;area/docs-site;area/testing;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,23.330310512000096
1399,https://github.com/microsoft/apm/issues/1399,closed,[FEATURE] Coverage Phase 1: Wire observability into CI,area/ci-cd;area/testing;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,42.638645113000166
1400,https://github.com/microsoft/apm/issues/1400,closed,[FEATURE] Coverage Phase 4: Steady-state 80% / 70%,area/ci-cd;area/docs-site;area/testing;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.795993951999662
1401,https://github.com/microsoft/apm/issues/1401,closed,[FEATURE] Coverage Phase 2: Unit 75% gate,area/ci-cd;area/testing;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.20507554200003
1402,https://github.com/microsoft/apm/issues/1402,closed,[FEATURE] Coverage Phase 3: Unit 80% / Integration 55%,area/ci-cd;area/testing;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.16685055500011
1407,https://github.com/microsoft/apm/issues/1407,closed,[BUG],type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/release,True,False,True,44.114406573999986
1411,https://github.com/microsoft/apm/issues/1411,closed,[BUG] apm audit reports false orphaned drift for non-skill primitives on targets with auto_create=False,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.98195587600003
1412,https://github.com/microsoft/apm/issues/1412,closed,[aw] No-Op Runs,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/mcp-config;area/package-authoring;type/architecture;type/automation;type/docs;type/feature;type/refactor,False,,True,44.07726377100016
1415,https://github.com/microsoft/apm/issues/1415,closed,[BUG]: cluade Plugin.json + .apm directory in the same package causes apm install to delete the .apm directory,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,24.703585584000166
1426,https://github.com/microsoft/apm/issues/1426,closed,[aw] Daily Documentation Updater failed,area/ci-cd;theme/governance;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,42.57784370099989
1429,https://github.com/microsoft/apm/issues/1429,closed,[FEATURE] postinstall script,area/content-security;theme/security;type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.13324042500017
1430,https://github.com/microsoft/apm/issues/1430,closed,[BUG] apm update ADO bearer auth fails on Windows: subprocess.run can't resolve az.cmd,theme/portability;type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor;type/release,True,False,True,54.35956383899975
